101;P02743;
98;P02735;
99;P35542;
96;P04745;Q6NSB3;
97;P02735;
110;Q01484;
111;P12429;
108;P12821;
109;P48751;
106;B0ZBE2;B2R5S1;P01019;
107;P30556;Q53YY0;
104;Q9UM73;
105;P03950;Q53X86;
119;Q07108;Q53ZX0;
118;P21854;Q5TLG3;
117;P13987;Q6FHM9;
116;P28907;
115;O95370;P16070;
114;P20273;Q0EAF5;Q32M46;
113;P15391;
112;P09525;Q6LES2;
127;P15260;
126;P17181;
125;O15446;
124;P49419;
123;B2RAH2;P19634;
122;P01008;
121;P03973;
120;P01011;
137;Q13790;
136;P27695;Q5TZP7;
139;B4DQJ2;B6ZGU1;P24468;
138;Q07954;Q59FG2;
141;P41181;
140;P29972;
143;P78540;
142;P54136;
129;P02652;
128;P05549;Q5TAV5;Q8N1C6;
131;B2R526;P02654;
130;P06727;
133;P04114;Q59HB3;Q7Z7Q0;
132;A3KPE2;P02656;
135;P02649;
134;P05090;
152;P07307;
153;P08243;
154;O43776;
155;P53396;
156;P36542;Q6I9V2;Q8TAS0;
157;B3KY17;O14983;Q7Z675;
158;P20020;
159;B1APW5;P23634;Q7Z3S1;
144;Q02223;
145;P20711;Q53Y41;
146;P49407;
147;P32121;
148;A0N0X8;P04798;
149;P18440;Q400J6;
150;B0LPF3;P62993;
151;P07306;Q6FGQ5;
171;P30530;
170;P19474;
169;P27797;
168;P05455;Q53XJ4;
175;P02730;
174;P17213;
173;B4DWS4;Q15758;Q59ES3;
172;O00453;Q2HNT3;Q5STA8;
163;A8MUE4;P36543;Q53Y06;
162;P27449;
161;B4DF05;P16615;
160;Q01814;Q4J699;Q4LE63;
167;P17342;Q60I31;
166;P20594;
165;P16066;
164;P01160;
186;P37059;
187;P07550;
184;B2R513;P15907;
185;P14061;
190;P08908;Q5ZGX3;
191;P13688;Q3KRG8;Q96CA7;
188;A8KAG8;P13945;
189;P61769;
178;P25942;
179;P20749;
176;A6NJW1;P35613;Q54A51;
177;P09326;
182;P25098;
183;P35626;Q8N433;
180;B5B0A5;B8PSA7;P41182;
181;P08588;
205;P02818;
204;P11836;
207;P12644;Q53XC5;
206;C8C060;P12643;
201;P06028;
200;P18577;Q5VSJ7;Q5VSJ8;
203;A0N775;P11912;
202;A0N0P2;P33681;
197;P50895;
196;A8K737;P21217;
199;Q02161;Q5XLT3;Q7RU08;
198;Q14773;Q9BWR0;
193;P04921;
192;Q16570;Q5Y7A2;Q7Z3T3;
195;A8K0P3;B3KR62;Q13336;
194;P23276;
220;Q12837;
221;P25874;
222;B4DGY0;Q6P0N6;Q86T18;
223;Q9UMD9;
216;B3KY27;P54687;
217;O15382;
218;P38398;Q1RMC1;Q6IN79;
219;P04155;
212;A8K571;P18075;
213;P30411;
214;P23560;
215;Q04917;Q9H4N8;
208;P12645;
209;P13497;
210;P22003;
211;P22004;Q4VBA3;
239;A4D1G6;P30988;
238;P01258;P06881;
237;P06703;
236;P48454;
235;P16298;Q8N1F0;
234;A8W6Z7;Q08209;
233;P20810;Q59HE3;
232;P60903;
231;A6NN80;P08133;
230;A6NER6;A8MY71;P22676;
229;B2R696;P05937;
228;P26232;Q49AD3;
227;P22223;
226;P19022;
225;P55291;
224;P21730;
254;B4DN77;P17655;Q59EF6;
255;P20807;Q762C8;Q9BQC8;
252;P27824;
253;P07384;
250;Q13938;Q96ET4;
251;A8K0X1;Q05682;
248;Q13698;
249;Q06432;
246;Q13936;
247;B0FYA3;Q01668;Q59GD8;
244;P27482;
245;P54289;
242;B4DJ51;P62158;
243;B4DJ51;P62158;Q9BRL5;
240;P04632;
241;B4DJ51;P62158;Q96HY3;
275;P10915;
274;P06731;
273;P14384;
272;P16870;
279;P19784;
278;B0UXA9;P67870;
277;B4DYS6;P68400;
276;P21941;
283;P17643;
282;P04040;
281;P05814;
280;P47710;
287;P07858;
286;P35222;
285;P35221;
284;P21964;
258;P35658;
259;P21554;
256;O14958;
257;P31358;
262;P35218;
263;P43166;Q86YU0;
260;P07451;
261;P22748;Q6FHI7;
266;P35219;
267;P16152;
264;P23280;Q5FC00;Q8N4G4;
265;P00915;
270;P15088;
271;P15086;
268;P23141;
269;P15085;
305;P30304;
304;P30260;
307;B3KS38;P30305;Q6MZW8;
306;P49427;
309;P60953;
308;Q9UQ88;
311;A8K7V4;Q4JGY1;Q5U0E9;
310;O75100;P24941;
313;P49450;
312;P28749;
315;Q03188;Q6PIR0;
314;P07199;
317;A5PL27;P00450;
316;Q02224;
319;B4DV19;P15882;
318;P10809;
288;P09668;Q96NY6;
289;P08311;
290;P20718;
291;P07339;
292;P25774;
293;P07711;
294;P14091;
295;P39880;Q13948;
296;P49715;
297;P49716;
298;P38936;Q6FI05;
299;P61024;Q5T178;
300;P33552;Q6FGI9;
301;P13591;
302;B7Z3D6;P06493;
303;P49736;
343;P01233;
342;P01215;Q6I9S8;
341;P26374;
340;P13611;Q59FG9;Q6MZK8;
339;P36544;
338;P11229;Q53XZ3;
337;P30926;
336;Q05901;
351;P09496;
350;Q00610;
349;O75390;
348;P26992;Q5U050;
347;P26441;
346;P23946;
345;P17538;
344;P40313;
326;P05108;
327;P35790;
324;P22680;
325;P11597;
322;P32238;
323;P32239;
320;P35523;
321;P06307;Q6FG82;
334;P30532;
335;P17787;Q5SXY3;
332;Q15822;
333;P43681;
330;P08173;
331;P08912;Q8IVW0;
328;P08172;Q6SL59;Q86SJ1;
329;P20309;
373;Q14055;
372;P27658;
375;P12107;Q59HB5;
374;Q14050;
369;P25940;
368;P20908;Q59EE7;
371;A8MT30;P12111;Q8N4Z1;
370;P12109;
381;P39060;
380;Q07092;
383;B4DN15;P03956;Q53G95;
382;Q5TAT6;
377;Q99715;
376;P13942;Q7Z6C3;
379;P39059;
378;Q05707;
356;P04118;
357;Q03692;
358;Q02388;Q59F16;
359;P02462;
352;P09497;
353;P28290;
354;Q01955;
355;P08572;
364;Q14993;
365;P02461;
366;P05997;
367;A6NFA2;P20849;
360;P53420;
361;P02458;
362;P02452;
363;P08123;
410;P29279;Q5M8T4;
411;P29033;
408;P07358;Q05CV3;
409;P11215;
414;P35556;
415;P36551;
412;P17302;
413;Q9Y6H8;
402;P20851;
403;P01031;
400;P0C0L4;Q6P4R1;
401;P04003;Q5VVQ8;
406;P02748;
407;P07357;
404;P15529;
405;P07360;
395;Q9NPY3;
394;P02747;
393;P02746;
392;P02745;
399;P01024;
398;P20023;Q53EL2;Q5SR46;
397;P17927;Q5SR43;
396;P09871;
387;P09603;
386;P14780;
385;P08253;
384;P22894;
391;P08473;
390;P43146;Q49AK4;
389;B4DQ11;P40692;Q5GJ64;
388;P43246;
440;P16220;Q53X93;Q5U0J5;
441;P15336;Q8TAR1;
442;A8MPQ2;Q03060;Q14501;
443;P29973;Q4W5E3;
444;Q00526;
445;P11802;
446;P09543;
447;A1XKG3;Q00535;
432;P07316;
433;P07315;Q53R50;
434;P07320;
435;A6NN60;Q08257;Q5HYE7;
436;P49585;
437;P22914;
438;P18846;
439;Q14432;
425;P02489;Q53X53;
424;P06732;
427;P05813;
426;P02511;
429;P26998;
428;P43320;
431;P11844;
430;P53673;
417;P08185;
416;Q13951;
419;P35548;
418;P11509;
421;P12277;
420;P02741;
423;P17540;
422;P12532;
478;P08574;
479;P24310;Q6FGI7;
476;P19013;
477;P99999;
474;P10144;Q67BC3;
475;P20813;
472;O95653;P16410;
473;P15311;
470;P06702;
471;Q08334;
468;B4E2T4;P21291;Q5U0J2;
469;P05109;
466;P10176;Q53XN1;
467;P50238;
464;P13073;
465;P10606;Q53YB7;
463;P17812;
462;A8MVQ3;P49589;Q5HYE4;
461;P28325;
460;P01036;
459;P09228;
458;P01037;
457;P45877;
456;P23284;
455;A8K220;P62937;
454;B4DPZ1;P24863;Q7Z4L3;
453;P24864;
452;P14635;
451;P20248;
450;B3KQ22;P30281;
449;P30279;
448;Q16667;
508;Q07507;
509;Q08554;Q9HB00;
510;Q02487;
511;P15924;
504;B3KRH3;Q08495;
505;P27707;
506;Q9NZW4;
507;P24855;Q14UU9;
500;A8K015;Q06520;
501;B4DN37;P35659;
502;P13716;Q6ZMU0;
503;P13196;Q5JAM2;
496;Q99489;
497;P59665;Q6EZF6;
498;P08174;
499;P07585;Q6FH10;
493;P22301;Q6FGW4;
492;P09669;
495;Q10586;
494;A8K3B6;B2R6Q4;P41240;
489;P13584;
488;P24903;
491;P14854;
490;P19099;
485;Q5Y7H2;Q6NWU0;Q6NXU8;
484;P33261;
487;P05177;
486;P11511;Q05CU4;Q8TCA4;
481;
480;P14406;
483;P16435;
482;P05184;P08684;Q6GRK0;
550;B2RBH2;P21589;Q6NZX3;
551;Q9UNI1;
548;B2RAE3;B7ZKU3;Q05215;
549;P11161;
546;P62304;
547;P18146;Q546S1;
544;Q14118;
545;P46939;Q6LBS5;
558;B2RAR6;P29692;Q9H7G6;
559;P13639;
556;P11171;Q29RX4;Q59F12;
557;P68104;Q6IPS9;
554;B3KRT8;B3KTS6;P15502;
555;P38117;
552;P08246;
553;P30740;
567;P24390;
566;A8MTE3;P08758;
565;P05230;Q16089;
564;P16581;
563;P17813;Q5T9B9;
562;O00255;Q9BUF0;Q9GZQ5;
561;Q9Y6C2;
560;P62263;
575;P10153;
574;P11678;
573;P12724;
572;P14543;
571;P09104;Q6FHV6;
570;P23771;
569;P25101;
568;P14138;Q7Z6D2;
516;B7ZAD1;P15559;
517;B0YJ76;P00374;
518;P36957;
519;Q02127;
512;P17661;Q53SB5;
513;Q02413;
514;Q14126;
515;P23743;
524;Q99075;
525;Q07687;Q53QU7;
526;P24522;Q5TCA8;
527;P35638;Q53YD1;
520;Q07973;Q32ML3;
521;P61457;
522;O43392;P27540;
523;P42658;
533;P11387;
532;P18858;
535;Q02880;Q8WTY5;
534;P11388;
529;O00115;
528;P18074;Q7KZU6;
531;P07992;Q7Z7F5;Q96S40;
530;P26358;
541;A2RUN4;Q01959;
540;P21918;
543;Q16643;
542;P40879;
537;P14416;
536;P21728;
539;P21917;
538;P35462;
610;P07148;Q6FGL7;
611;P05413;
608;P48023;Q53ZZ1;
609;P12104;
614;P02792;
615;P22087;
612;P09211;
613;P02794;
618;P02675;
619;P02679;
616;D2JYH6;P35555;
617;P02671;
622;P22607;Q0IJ44;Q59FL9;
623;P22455;Q96KE5;
620;P09038;
621;P10767;
627;P23142;Q8NBH6;
626;P05556;
625;P08648;
624;P02751;Q6MZM7;Q6N084;
631;P31513;Q53FW5;
630;P31512;
629;Q01740;
628;P98095;Q86V58;Q9Y3V7;
635;P14207;Q6GTE8;
634;P35916;Q86W07;Q86W08;
633;P36888;
632;P11362;Q53G05;
639;P19883;
638;Q06136;
637;P23945;
636;P15328;
576;P01133;
577;P00533;
578;Q14254;Q9BTI6;
579;B2R8N0;P07099;
580;P34913;
581;P10588;
582;P10589;
583;B1AM77;P27105;Q9H376;
584;P01588;
585;P19235;
586;P10768;
587;P03372;Q5T5H7;Q9UBT1;
588;Q06455;Q7Z4J5;
589;B7Z6V1;P06730;Q32Q75;
590;B0QYK1;Q96MX4;Q9BWA2;
591;P19447;Q53QM0;
593;P28715;
592;Q92889;
595;P43005;
594;Q03468;
597;Q93063;
596;Q16394;
599;P08603;
598;P00746;
601;P13726;Q8NCW7;
600;Q03591;
603;P05160;
602;P00488;
605;A8MVX8;P49354;
604;P14324;
607;P25445;Q5T9P3;
606;P49356;
687;P24298;
686;P14672;Q05BQ3;
685;P17174;
684;P11169;
683;P11168;
682;P00505;
681;P11166;Q59GX2;
680;P11021;
679;O95479;
678;P35557;Q53Y25;
677;P04150;
676;P47871;
675;P43220;
674;P01275;
673;P14136;
672;A2A418;P06396;Q5T0I2;
702;P00390;
703;P10620;
700;Q06210;
701;P07814;
698;O94925;
699;A8YXX4;P15104;
696;B4DII7;Q17RZ6;Q59EW6;
697;O15398;Q14957;
694;P54886;
695;Q13224;
692;P48058;Q1WWK6;Q86XE8;
693;P42261;Q59GL5;
690;A8K0H7;Q13002;Q8IY40;
691;P39086;
688;P22732;Q8IVB3;
689;A9Z1Z8;Q13003;
653;P06241;
652;Q13630;
655;Q01415;Q7Z4Q4;
654;P32298;
649;P51993;Q6P7E6;
648;Q11128;
651;P09958;
650;B1ANK7;P07954;
645;P25090;
644;P21462;
647;Q9BTY2;
646;P25089;Q6L5J4;
641;P15407;
640;Q05932;Q5JU19;
643;Q12778;
642;P01225;
668;P48546;Q4VBP1;
669;P01350;
670;P09758;
671;P23769;Q96BH8;
664;P36269;Q53XM9;Q6GMP0;
665;Q14392;
666;P20648;Q658V6;
667;P51164;
660;A8K177;P14867;
661;C9JAR3;P18507;Q6PCC3;
662;P30531;
663;B4DMC5;P38435;
656;P22466;
657;P15291;
658;P35637;Q6IBQ5;
659;P80404;
747;P02774;
746;Q02643;Q16406;
745;P54826;
744;P19086;Q8IY73;Q8N652;
751;B2RCT6;P15170;Q7KZX8;
750;P25713;
749;B1A4G6;B1A4G7;P01241;
748;B1A4H7;O14643;P01242;
739;P19875;
738;P16260;
737;P32927;Q6NSJ8;
736;P53567;
743;P20936;
742;P22736;Q53Y00;
741;P16520;
740;P19876;
762;B3KX51;B4DYA0;P04899;
763;P08754;Q5TZX1;
760;P19087;Q5T697;
761;P04264;
766;B3KU69;Q02108;
767;Q02153;
764;P62873;
765;Q02747;
754;P63096;
755;P09471;Q6AWC5;Q8N6I9;
752;P36959;
753;B4E1H6;Q16774;Q6IBG8;
758;P30679;
759;O95467;P63092;Q5JWF2;
756;A8K1Y9;P38405;Q86XU3;
757;P29992;
713;P43304;
712;P21695;
715;B4DJQ3;P34897;Q5BJF5;
714;P22102;Q59HH3;
717;P23415;
716;P00751;
719;P13807;Q9BTT9;
718;P11216;
705;P09488;
704;Q03013;
707;A8K987;P09210;
706;P08263;Q5SZC1;
709;P46439;Q5T8R2;
708;B4DRY4;P28161;Q0D2I8;
711;P04406;
710;P21266;Q6FGJ9;
728;Q04760;
729;Q16775;
730;P30968;
731;P28799;
732;P04141;
733;P80162;
734;P09919;Q6FH65;Q8N4W3;
735;Q99062;
720;P54840;
721;P15421;
722;P02763;Q5T539;
723;P19652;Q5T538;
724;P04217;
725;P02765;
726;P02749;
727;P13224;
821;P0C0S5;
820;P22492;
823;P04233;
822;P48378;
817;P07305;
816;P23327;
819;P16401;
818;Q02539;
829;P28068;
828;P28067;Q31604;Q6ICR9;
831;P01903;
830;P04440;
825;P12081;
824;B1PKY1;P01891;P04439;
827;P10321;Q6R739;Q95HC2;
826;P01889;
804;P52790;
805;P48634;
806;P46379;
807;B3KXY9;P19367;Q59FD4;
800;B0FWZ3;B7Z1D7;Q7RTW3;
801;P34741;Q6PIS6;
802;P98160;
803;Q13838;
812;P15515;
813;P15516;
814;P25021;Q7Z5R9;
815;P19113;
808;O95872;
809;P84074;
810;P04196;
811;Q00341;
791;P02790;Q9BS19;
790;P69892;
789;P09105;
788;P28906;
787;P69891;
786;P02100;
785;A0N071;P02042;
784;P68871;
799;P05981;
798;P20823;
797;P14210;
796;P26927;Q53GN8;
795;Q16534;Q6FHS9;
794;A8K4G3;P08631;
793;P05546;Q8IVC0;
792;P02008;
774;P34931;
775;P07900;Q86SX1;
772;A8K5I0;B3KTT5;P08107;
773;P17066;
770;P00738;Q6PEJ8;
771;P00739;
768;Q14469;
769;P12544;
782;D1MGQ2;P69905;
783;D1MGQ2;P69905;
780;P09601;Q6FH11;
781;P30519;
778;P78524;
779;P55160;
776;Q00613;
777;B4DGJ4;Q03933;Q0VAH9;
881;P42858;
880;P32314;
883;Q16626;
882;P30511;Q5JQI8;Q95HC0;
885;P55084;
884;P27348;
887;P32942;
886;P13598;Q6FHE2;
889;Q06033;
888;P19823;
891;P16871;
890;P13232;
893;P12268;
892;B7ZAU2;P14735;
895;C1K3N3;P08833;
894;P14784;
864;P28360;
865;P28358;
866;P13378;
867;P31277;
868;Q9GZZ0;
869;P35452;
870;P35453;
871;Q9NP08;
872;P50219;
873;Q14774;
874;P49640;
875;P13747;Q6DU44;
876;Q02833;Q3KP41;
877;P36915;
878;P21926;
879;P31629;
851;B3KNJ7;P14651;
850;B3KPJ1;P17482;
849;P17481;Q8N8T3;
848;P09629;
855;P31274;Q8N561;
854;P31273;
853;P14653;
852;P14652;
859;P31275;
858;P09017;Q86TF7;
857;Q00444;
856;P09630;
863;P28356;
862;P09016;
861;P31249;
860;P31276;
834;P04035;
835;P06340;
832;P17693;Q6DU14;
833;P20036;Q5STP1;
838;P20719;
839;Q00056;
836;P31268;
837;P31267;
842;P31269;
843;P31260;Q504T1;
840;A4D182;B3KPN8;O43365;
841;P49639;
846;P09067;
847;P17509;
844;P31270;
845;P31271;Q6DI00;
956;P05161;
957;P09912;Q5VVR2;Q6IE95;
958;Q00978;
959;P10914;Q6FHN8;
952;P05013;Q5VYQ1;
953;P32881;Q5VYQ3;
954;A8K881;P38484;
955;P01579;
948;P01563;Q6DJX8;
949;P21815;
950;P05014;
951;P01569;
944;A0AVL6;P16144;
945;P18564;
946;P26010;
947;P18084;
941;P35568;
940;B2R9J0;P27987;
943;P23229;
942;P05000;
937;P01344;
936;B4DL20;P04179;
939;P23677;
938;A2A6V3;A2A6V4;Q8N5C3;
933;P14902;
932;P09529;Q53T31;
935;P00441;
934;P05019;Q59GC5;Q5U743;
929;P07476;
928;P02778;
931;P05111;
930;P08069;
926;P11717;
927;A4D1W7;P08476;
924;A6H8K3;Q14573;Q59ES2;
925;B7Z558;B7Z8C0;P19827;
922;P32019;
923;Q14643;
920;P40259;
921;P49441;Q6IBG4;
918;B4DY22;Q06330;
919;P01834;
916;P15923;Q2TB39;
917;B3KU10;P20591;
914;P30273;
915;P12319;
912;P24071;Q92593;Q9UEK0;
913;C9JE66;Q01362;
911;P09913;Q05DN2;
910;P01871;
909;Q13651;
908;P15248;
907;P10145;
906;P25024;
905;P25025;Q53PC4;
904;P12318;
903;P15814;Q0P681;
902;P12314;
901;P08637;
900;P24592;
899;P24593;
898;P22692;
897;B3KPF0;P17936;
896;P18065;
1016;P08779;
1017;Q04695;Q14666;
1018;P05783;
1019;P13645;
1020;P21781;Q6FGV5;
1021;P52732;
1022;P00709;
1023;B4DKQ2;B7Z5E3;P00338;
1008;P13647;
1009;P02538;
1010;P04259;
1011;P12035;
1012;P08729;
1013;P05787;
1014;A1A4E9;P13646;
1015;P02533;
1001;P06870;
1000;P49895;
1003;P10997;
1002;P29622;
1005;P08727;
1004;P20151;Q6T775;
1007;B3KVF5;P19012;
1006;P26371;
993;P27930;
992;P14778;Q587I7;
995;P05113;
994;P05362;
997;A4D0V1;P09544;
996;Q01344;Q14632;Q8NHV7;
999;P20592;
998;A0N0L5;P08887;
986;P01583;Q53QF9;
987;P05112;Q5FC01;
984;P01589;
985;P08700;
990;P23458;
991;O60674;
988;P24394;
989;P01591;
978;A8K3F7;P20809;
979;P35225;
976;P18510;Q53SC2;
977;P60568;Q0GK43;
982;O75874;Q6FHQ6;
983;P01584;
980;Q01167;
981;P09914;Q5T7J1;
971;P48735;
970;P01574;Q5VWC9;
969;Q05084;Q96HG3;
968;B4DVM1;P05231;Q75MH2;
975;P29466;
974;P14616;
973;P06213;
972;P01562;
963;P01570;
962;P01562;
961;P01566;Q5VV13;
960;P14316;Q6IAS7;
967;Q16666;
966;P01568;
965;P01571;
964;P05015;
1100;P48163;
1101;P23368;Q9BWL6;
1102;O43451;
1103;P35998;
1096;P30301;
1097;P40926;
1098;P40925;
1099;P20794;Q547D0;
1092;O76090;
1093;P67809;
1094;P18615;
1095;P55344;
1088;P17931;
1089;P14174;
1090;P21757;
1091;B4DVT4;P34810;
1117;P09341;
1116;Q01726;Q1JUL4;
1119;C9JV86;P08962;
1118;P43121;
1113;P41968;
1112;O75078;
1115;P40967;
1114;P32245;
1109;P36952;
1108;Q16706;Q49A69;
1111;P61244;Q8TAX8;Q96CY8;
1110;P08493;
1105;P11226;Q5SQS3;
1104;P20645;
1107;Q9NTJ4;
1106;P34949;
1134;Q99707;
1135;P55001;Q5JXY0;
1132;Q13126;
1133;B4DEE8;P16455;
1130;P22392;Q6FHN3;
1131;Q9UIS9;
1128;P80297;
1129;P15531;
1126;P80294;
1127;Q8N339;
1124;P04732;
1125;P04733;
1122;P41217;
1123;P24043;Q59H37;
1120;P08582;Q53XS6;
1121;P16112;
1151;C9JPJ4;P33527;
1150;P15941;Q0VAP5;Q7Z538;
1149;P08571;
1148;P80098;
1147;P13500;
1146;P08195;
1145;P51665;
1144;P30307;
1143;P28331;
1142;P55157;
1141;P08118;
1140;P10636;
1139;B9ZVR1;P27816;Q86V26;
1138;P11137;Q6NYC5;Q8IUX2;
1137;P46821;Q6PJD3;Q86X89;
1136;O75030;Q8WYR3;
1032;P55268;
1033;P02545;
1034;P20700;
1035;Q03252;
1036;P08865;
1037;B7ZLY3;Q14766;
1038;P09382;
1039;Q9UIQ6;
1024;P07195;Q5U077;
1025;P07864;
1026;P02788;
1027;P07942;Q8TAS6;
1028;P11047;Q6NVY8;
1029;Q13753;
1030;Q13751;
1031;P25391;Q7Z5W6;
1049;P20702;Q8TES5;
1048;P08575;Q0VAE8;Q6PJK7;
1051;P11049;
1050;B4DL89;P29376;
1053;P15144;Q59E93;
1052;P19397;
1055;P41214;
1054;P09960;
1041;Q01196;
1040;Q9P2J5;
1043;C9JHD5;P10415;
1042;P11274;
1045;B7Z8N4;P16949;Q14CA7;
1044;P12980;
1047;P06734;
1046;A8K1Z4;P42702;
1066;P33121;
1067;Q12809;
1064;P18054;
1065;P16050;
1070;P01229;
1071;P22888;
1068;P23490;
1069;B1AHC8;P12956;
1058;P04083;Q5TZZ9;
1059;P07355;
1056;A6H8L5;P11150;
1057;P31025;
1062;P10646;Q53TS4;
1063;P09917;
1060;Q05469;
1061;P08519;
1083;B2R4C5;P61626;
1082;P01374;Q5STV3;
1081;B3KPP1;P33241;
1080;P13796;
1087;P22897;
1086;P40121;
1085;D0PNI2;P28300;
1084;Q02809;
1075;P18627;
1074;P11279;
1073;B4DG38;B7Z8E2;Q659G9;
1072;P28908;
1079;P19256;
1078;P06239;
1077;B2RAL6;P20701;Q96HB1;
1076;P06127;
1221;Q14494;Q8NF22;
1220;Q8N6Q3;
1223;P35228;
1222;A0S0A7;A0S0A8;P29474;
1217;B7Z1T5;P20783;
1216;P30989;
1219;P20160;
1218;P34130;
1229;P05114;Q6NSG7;
1228;P05204;
1231;P40199;
1230;P23975;
1225;P37840;
1224;A0PJJ7;B3VK56;P29475;
1227;P26583;
1226;P09429;
1236;P19838;
1237;A8K9D9;Q00653;
1238;Q6P4R8;
1239;Q04206;
1232;Q14938;
1233;P25963;
1234;Q14980;Q3SYK8;Q4LE64;
1235;A6NG32;Q9HD42;
1244;P06748;Q9BYG9;
1245;P00491;
1246;P55209;
1247;A4D0Y8;P41159;
1240;P09651;
1241;P07910;
1242;P46087;
1243;B3KM80;P19338;
1255;P23515;
1254;Q9UH73;
1253;P34982;
1252;P47874;
1251;Q9NY56;
1250;D2IYK3;D2IYK4;Q01860;
1249;P09086;
1248;P14859;
1263;P04049;
1262;P15056;
1261;P15036;
1260;P31751;
1259;B0LPE5;B3KVH4;P31749;
1258;B4DW78;P14921;Q6N087;
1257;B7UEF3;B7UEF4;P42684;
1256;P25705;
1270;A7UKX8;A7UKX9;Q00987;
1271;P01111;Q5U091;
1268;A8VJE1;P53539;
1269;P12755;
1266;Q14247;Q53HG7;Q96H99;
1267;P07333;Q86VW7;
1264;P07949;Q9BTB0;Q9BTX6;
1265;P46108;Q96GA9;
1278;A1L467;P08581;
1279;P04626;
1276;P04198;Q53XS5;
1277;P12524;
1274;P04628;
1275;P35226;Q5T8Z3;
1272;P32930;
1273;P01100;Q6FG41;
1153;P62875;
1152;A4D2A2;P33993;
1155;P23508;
1154;P11230;Q8IZ46;
1157;P25189;
1156;P02686;
1159;P40238;
1158;P20916;Q15489;Q567S4;
1161;P42568;Q6MZE2;Q8IVB0;
1160;Q03164;
1163;C9JEN7;P20138;Q546G0;
1162;P55196;Q59FP0;Q96C95;
1165;P15173;
1164;P15172;
1167;P23409;
1166;P13349;
1168;P02144;
1169;P13533;
1170;P11055;
1171;Q567P6;Q9UKX2;
1172;P35749;Q3MIV8;Q3MNF1;
1173;P12883;
1174;P12829;
1175;P35579;Q60FE2;
1176;P35580;Q6PK16;Q9BWG0;
1177;A8CDT9;Q9UES4;Q9Y4I1;
1178;P05976;
1179;P10916;Q6IB42;
1180;Q02045;
1181;P08590;
1182;A1L4G9;Q14324;
1183;Q00872;Q569K7;Q86TA8;
1187;P26572;
1186;P52272;
1185;P30419;
1184;Q13203;
1191;O60595;P29459;
1190;P26715;
1189;P49821;
1188;P16083;
1195;P08138;
1194;P20929;Q05C45;Q14214;
1193;P30414;
1192;P29460;
1199;P29120;
1198;P21741;
1197;P21246;
1196;A8K0Y4;P17677;Q5U058;
1202;P12036;
1203;P07197;Q9UK51;
1200;P16519;Q5JYQ1;
1201;P21359;Q14931;
1206;P25103;
1207;P29371;
1204;B9ZVN2;P07196;Q8TCR7;
1205;P21452;
1210;Q02575;Q5T203;
1211;Q02577;
1208;P08949;
1209;P28336;
1214;P49146;Q4W5G7;
1215;P61073;Q53S69;
1212;A4D158;P01303;
1213;P25929;
1375;P05186;
1374;P09923;
1373;P11117;
1372;P13686;
1371;P20941;Q9UP22;
1370;P50225;
1369;A4D1D5;P21439;
1368;A4D1D2;P08183;
1367;Q07869;
1366;P28288;
1365;P28328;
1364;P02689;Q6FHL4;
1363;B3KWQ6;P41219;
1362;O60240;
1361;Q9BW27;
1360;P14222;
1358;Q03519;Q5HY71;Q9UP03;
1359;A6NMR0;P19021;
1356;A8MX47;B4DDB7;P12955;
1357;Q03518;
1354;B7ZW62;P00790;
1355;B4DVZ3;P20142;
1352;Q07002;Q59G02;
